PSCGuid,CodeDescription,Code,Level1,Level1Category,Level2,Level2Category
{415090C9-7F2B-41B1-AD4D-5197A23FE1E0},E1LZ (PURCHASE OF PARKING FACILITIES),E1LZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{A78A5BBA-44FE-4AE0-BD70-519B1B2B26E2},E1MA PURCHASE OF EPG FACILITIES - COAL,E1MA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{DD23C4AC-E7EC-4599-84CF-51B89631DDA8},E1MB (PURCHASE OF EPG FACILITIES - GAS),E1MB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{9DFCB5B6-DED9-435C-9B58-51C70AA01CB1},E1MC PURCHASE OF EPG FACILITIES - GEOTHERMAL,E1MC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{96510421-89C8-4EF0-A1A0-5216B8430555},E1MD PURCHASE OF EPG FACILITIES - HYDRO,E1MD,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{F9196A35-EB00-4ABF-BD00-526479C9D3E1},E1ME PURCHASE OF EPG FACILITIES - NUCLEAR,E1ME,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{92CB7C7B-3805-4923-ACEC-526ED5A76F38},E1MF (PURCHASE OF EPG FACILITIES - PETROLEUM),E1MF,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{673EE9BF-11B9-43E1-9EBA-527AEA454B14},E1MG PURCHASE OF EPG FACILITIES - SOLAR,E1MG,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{D70EE12A-077B-4244-A507-527E0B407C30},E1MH PURCHASE OF EPG FACILITIES - WIND,E1MH,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{6AD8AD5F-AC9B-476F-BC45-528327D30ADB},"E1MZ PURCHASE OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",E1MZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{5B360964-703E-4DB8-9FA2-52AB73A0BF6D},E1NA (PURCHASE OF FUEL SUPPLY FACILITIES),E1NA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{174BB7C1-3929-434A-B2E2-52B0B4905B95},E1NB (PURCHASE OF HEATING AND COOLING PLANTS),E1NB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{0CC42E94-A9EB-4BA3-B42E-52B888BE0362},E1NC (PURCHASE OF POLLUTION ABATEMENT AND CONTROL FACILITIES),E1NC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{7FC40116-025E-43D5-8FB3-52B891F530D1},E1ND (PURCHASE OF SEWAGE AND WASTE FACILITIES),E1ND,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{65BC5A8B-9C9B-4A9D-A2CF-52EE9DB7AFEB},E1NE (PURCHASE OF WATER SUPPLY FACILITIES),E1NE,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{C908314D-84B3-4BE6-ADA0-5302047B7474},E1NZ (PURCHASE OF OTHER UTILITIES),E1NZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{525527BE-24C2-4E1D-AC2C-531A0B2B88AE},E1PA (PURCHASE OF RECREATIONAL FACILITIES (NON-BUILDING)),E1PA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{CCDED3BA-7CA6-4E1E-90F2-533B1FDB1ABF},E1PB (PURCHASE OF EXHIBIT DESIGN (NON-BUILDING)),E1PB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{AB1AB8AB-7D05-40AB-A8F0-5341D397F733},E1PC (PURCHASE OF UNIMPROVED REAL PROPERTY (LAND)),E1PC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{17942554-D744-4A6D-A151-537C9AC1E913},E1PD (PURCHASE OF WASTE TREATMENT AND STORAGE FACILITIES),E1PD,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{E2942493-560B-44C4-A848-53C37A0C0439},E1PZ (PURCHASE OF OTHER NON-BUILDING FACILITIES),E1PZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{34D447F9-6603-4BB1-A890-53CAEB49329F},E1QA (PURCHASE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)),E1QA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{5D366D4A-4B1E-4607-B23B-53F39D3FC10A},F001 (NATURAL RESOURCES/CONSERVATION- AERIAL FERTILIZATION/SPRAYING),F001,4,Facilities & Construction,4.4,Facility Related Services
{ABDC1E56-FD17-4538-ACBC-53FCA3DB61FA},F002 (NATURAL RESOURCES/CONSERVATION- AERIAL SEEDING),F002,4,Facilities & Construction,4.4,Facility Related Services
{F6E9EF71-01A5-4FC4-A5CE-540005EE64B1},F003 (NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION),F003,4,Facilities & Construction,4.4,Facility Related Services
{78140256-8028-4EF2-A019-542281DED316},F004 (NATURAL RESOURCES/CONSERVATION- FOREST/RANGE FIRE REHABILITATION (NON-CONSTRUCTION)),F004,4,Facilities & Construction,4.4,Facility Related Services
{1DF1859A-61C9-47AD-AB28-542B4704A39E},F005 (NATURAL RESOURCES/CONSERVATION- FOREST TREE PLANTING),F005,4,Facilities & Construction,4.4,Facility Related Services
{016978FC-AA0E-4807-9648-544F3C993E13},F006 (NATURAL RESOURCES/CONSERVATION- LAND TREATMENT PRACTICES),F006,4,Facilities & Construction,4.4,Facility Related Services
{C2438A4B-A82F-4FBE-983D-5462EF0241A8},F007 (NATURAL RESOURCES/CONSERVATION- RANGE SEEDING (GROUND EQUIPMENT)),F007,4,Facilities & Construction,4.4,Facility Related Services
{21A676C6-EDAB-4F65-851E-548594C150C6},F008 (NATURAL RESOURCES/CONSERVATION- RECREATION SITE MAINTENANCE (NON-CONSTRUCTION)),F008,4,Facilities & Construction,4.4,Facility Related Services
{AA1E473E-F7C4-43A7-8A67-548ED06E1418},F009 (NATURAL RESOURCES/CONSERVATION- SEED COLLECTION/PRODUCTION),F009,4,Facilities & Construction,4.4,Facility Related Services
{5223DC03-D4B3-483E-8A3A-5492A051D46D},F010 (NATURAL RESOURCES/CONSERVATION- SEEDLING PRODUCTION/TRANSPLANTING),F010,4,Facilities & Construction,4.4,Facility Related Services
{A6F83AE3-DB0F-46B9-BAA1-549961F8BB65},F011 (NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION)),F011,4,Facilities & Construction,4.4,Facility Related Services
{12B94EDF-1F32-417E-AA68-54AC5DDE93F6},F012 (NATURAL RESOURCES/CONSERVATION- SURVEY LINE CLEARING),F012,4,Facilities & Construction,4.4,Facility Related Services
{64607F97-361D-4CCC-80F4-54AE4D9A4040},F013 (NATURAL RESOURCES/CONSERVATION- TREE BREEDING),F013,4,Facilities & Construction,4.4,Facility Related Services
{888EFD65-FC2C-4585-B90C-54BBBFA5DAED},F014 (NATURAL RESOURCES/CONSERVATION- TREE THINNING),F014,4,Facilities & Construction,4.4,Facility Related Services
{61CC820A-EF53-4719-BAF5-54CACC96BBF7},F015 (NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY),F015,4,Facilities & Construction,4.4,Facility Related Services
{57EA4330-0B93-4207-A256-54D5281750E9},F016 (NATURAL RESOURCES/CONSERVATION- WILDHORSE/BURRO CONTROL),F016,4,Facilities & Construction,4.4,Facility Related Services
{704D4843-5839-41E9-946A-54D5E1DEBD30},F018 (NATURAL RESOURCES/CONSERVATION- OTHER FOREST/RANGE IMPROVEMENTS (NON-CONSTRUCTION)),F018,4,Facilities & Construction,4.4,Facility Related Services
{11572FDE-297C-4C26-8A35-5527BE72B799},F019 (NATURAL RESOURCES/CONSERVATION- OTHER WILDLIFE MANAGEMENT),F019,4,Facilities & Construction,4.4,Facility Related Services
{F74CF422-F368-45D8-A29D-55286492783C},F020 (NATURAL RESOURCES/CONSERVATION- FISHERIES RESOURCES MANAGEMENT),F020,4,Facilities & Construction,4.4,Facility Related Services
{0BFB2D84-3DB3-4784-8033-5529B178C65D},F021 (NATURAL RESOURCES/CONSERVATION- SITE PREPARATION),F021,4,Facilities & Construction,4.2,Construction Related Services
{A375C128-50AA-44D4-8B45-5534160698A5},F022 (NATURAL RESOURCES/CONSERVATION- FISH HATCHERY),F022,4,Facilities & Construction,4.4,Facility Related Services
{CD43727A-02CF-45FC-B86C-5558DE2F81B4},F099 (NATURAL RESOURCES/CONSERVATION- OTHER),F099,4,Facilities & Construction,4.4,Facility Related Services
{91323323-2B8A-44AF-9063-55E32AA195B8},F101 (ENVIRONMENTAL SYSTEMS PROTECTION- AIR QUALITY SUPPORT),F101,4,Facilities & Construction,4.4,Facility Related Services
{0C52E8C5-A055-464D-AB7B-55FB8934E861},F103 (ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT),F103,4,Facilities & Construction,4.4,Facility Related Services
{EAE8E472-95E5-4EEE-B7D2-5617C417808F},F105 (ENVIRONMENTAL SYSTEMS PROTECTION- PESTICIDES SUPPORT),F105,4,Facilities & Construction,4.4,Facility Related Services
{8D7E44AC-C87B-4CB9-9061-56287012D44D},F107 (ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS),F107,4,Facilities & Construction,4.4,Facility Related Services
{3E549443-3D0E-4987-AAF7-563A7FB239FE},F108 (ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION),F108,4,Facilities & Construction,4.4,Facility Related Services
{7612F7C5-18E6-41E9-A850-563DBDCE34AA},F109 (ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT),F109,4,Facilities & Construction,4.4,Facility Related Services
{9DB77BA5-A3C8-42F0-9607-5641DACA1483},"F110 (ENVIRON SYS PROTECT- DEVELOPMENT OF ENVIRON IMPACT STMTS/ASSESSMENTS, TECH ANALYSIS/ENVIRON AUDITS)",F110,4,Facilities & Construction,4.4,Facility Related Services
{F5FE0327-CC6D-46B4-9D79-567B4C5AC784},F111 (ENVIRONMENTAL SYSTEMS PROTECTION- MULTIPLE POLLUTANT SUPPORT),F111,4,Facilities & Construction,4.4,Facility Related Services
{0360D7D0-66C9-46A5-B908-56A5116747F1},F112 (ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE),F112,4,Facilities & Construction,4.4,Facility Related Services
{89FA1D44-38F5-450D-A4A7-56AFA791AA85},F113 (ENVIRONMENTAL SYSTEMS PROTECTION- WETLANDS CONSERVATION AND SUPPORT),F113,4,Facilities & Construction,4.4,Facility Related Services
{A520EEDF-B905-4957-85DF-56CCFB8DE1BC},F114 (ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL LICENSING AND PERMITTING),F114,4,Facilities & Construction,4.4,Facility Related Services
{FD439963-E80A-4ACE-A9C1-572DFB6BEED0},F115 (ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT),F115,4,Facilities & Construction,4.4,Facility Related Services
{1B644A8B-349E-44AB-8D5C-573C9D63FEF8},F999 (OTHER ENVIRONMENTAL SERVICES),F999,4,Facilities & Construction,4.4,Facility Related Services
{7390D7BA-B176-45B0-BC36-577A20087A15},G001 (SOCIAL- CARE OF REMAINS AND/OR FUNERAL),G001,2,Professional Services,2.1,Social Services
{73D31C5B-D2BF-4D83-B4A1-57BE439B02EF},G002 (SOCIAL- CHAPLAIN),G002,2,Professional Services,2.1,Social Services
{6E4C359C-D1E7-4BA4-9285-57C135731232},G003 (SOCIAL- RECREATIONAL),G003,2,Professional Services,2.1,Social Services
{630C9606-DADE-45E3-B4B4-57DE635E61FD},G004 (SOCIAL- SOCIAL REHABILITATION),G004,2,Professional Services,2.1,Social Services
{052A043E-227E-4BC7-9D1A-57F7B67283E7},G005 (SOCIAL- GERIATRIC),G005,2,Professional Services,2.1,Social Services
{B8332F02-E5A9-49B0-9A41-57FB61C55AB0},G006 (SOCIAL- GOVERNMENT LIFE INSURANCE PROGRAMS),G006,2,Professional Services,2.9,Financial Services
{CD838710-E062-4331-B8A9-5803D49FDC84},G007 (SOCIAL- GOVERNMENT HEALTH INSURANCE PROGRAMS),G007,2,Professional Services,2.9,Financial Services
{D57E27AB-7D32-40C9-B7A1-5815CA5CB0E6},G008 (SOCIAL- GOVERNMENT INSURANCE PROGRAMS: OTHER),G008,2,Professional Services,2.9,Financial Services
{BF7847FC-B450-4CB0-A51A-5853BF622C0E},G009 (SOCIAL- NON-GOVERNMENT INSURANCE PROGRAMS),G009,2,Professional Services,2.9,Financial Services
{F663F022-5221-47EE-BE3A-586DFB6812C5},G010 (SOCIAL- DIRECT AID TO TRIBAL GOVERNMENTS (PL 93-638)),G010,2,Professional Services,2.1,Social Services
{646EB558-8D53-4D94-BE6D-587878AD3BAF},G099 (SOCIAL- OTHER),G099,2,Professional Services,2.1,Social Services
{31DEE5EF-E75B-4368-A9A6-5879E5E0026C},H110 (QUALITY CONTROL- WEAPONS),H110,18,Equipment Related Services,18.4,Quality Control
{0AF9E667-878D-4117-9259-589ACD3AC618},H111 (QUALITY CONTROL- NUCLEAR ORDNANCE),H111,18,Equipment Related Services,18.4,Quality Control
{2135EED1-0DB6-4475-AA37-58C3B16D1A79},H112 (QUALITY CONTROL- FIRE CONTROL EQUIPMENT),H112,18,Equipment Related Services,18.4,Quality Control
{B7407E65-4896-40C0-B26B-58CEF0FC915C},H113 (QUALITY CONTROL- AMMUNITION AND EXPLOSIVES),H113,18,Equipment Related Services,18.4,Quality Control
{60A15946-3519-4F2E-A26C-58E61BCB42E1},H114 QUALITY CONTROL- GUIDED MISSILES,H114,18,Equipment Related Services,18.4,Quality Control
{DE05E184-BB58-4541-8961-58E63B22E006},H115 (QUALITY CONTROL- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS),H115,18,Equipment Related Services,18.4,Quality Control
{DA0AE3D8-A050-4F08-B72D-58F537CB21EA},H116 (QUALITY CONTROL- AIRCRAFT COMPONENTS AND ACCESSORIES),H116,18,Equipment Related Services,18.4,Quality Control
{7A8D34F1-EDC9-48AC-B496-58FE38F1C8B5},"H117 (QUALITY CONTROL- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT)",H117,18,Equipment Related Services,18.4,Quality Control
{0CF78EB1-62AD-46FE-82DF-590DA599AAC1},H118 (QUALITY CONTROL- SPACE VEHICLES),H118,18,Equipment Related Services,18.4,Quality Control
{3377BBDB-3795-47FC-BDEE-5923EFDF3E29},"H119 (QUALITY CONTROL- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS)",H119,18,Equipment Related Services,18.4,Quality Control
{8E7ECA1F-DAC5-4FBF-B669-5925BD301641},H120 (QUALITY CONTROL- SHIP AND MARINE EQUIPMENT),H120,18,Equipment Related Services,18.4,Quality Control
{3F2A7072-54EC-4FF0-BA1C-596EE9141C0D},H122 QUALITY CONTROL- RAILWAY EQUIPMENT,H122,18,Equipment Related Services,18.4,Quality Control
{45E0DEAD-0660-4B50-8862-597C71B300C2},"H123 (QUALITY CONTROL- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES)",H123,7,Transportation and Logistics Services,7.5,Motor Vehicles
{52CAFDE2-491F-4C7B-8D24-598D7F551261},H124 (QUALITY CONTROL- TRACTORS),H124,18,Equipment Related Services,18.4,Quality Control
{E55F880F-DCDF-4EAD-B6E3-5993884A9666},H125 (QUALITY CONTROL- VEHICULAR EQUIPMENT COMPONENTS),H125,18,Equipment Related Services,18.4,Quality Control
{5EA968C3-8F14-4C63-82BD-59CDF2AC7DA3},H126 QUALITY CONTROL- TIRES AND TUBES,H126,18,Equipment Related Services,18.4,Quality Control
{1C16AB4B-3F54-44E6-8A8A-59F22B55BF11},"H128 (QUALITY CONTROL- ENGINES, TURBINES, AND COMPONENTS)",H128,18,Equipment Related Services,18.4,Quality Control
{A72E1211-389D-4DA3-99B7-5A020AA278AF},H129 (QUALITY CONTROL- ENGINE ACCESSORIES),H129,18,Equipment Related Services,18.4,Quality Control
{4BE89A48-0DE4-4901-950E-5A0D6E70C48D},H130 (QUALITY CONTROL- MECHANICAL POWER TRANSMISSION EQUIPMENT),H130,18,Equipment Related Services,18.4,Quality Control
{AD8F9977-CDA6-4369-9A56-5A1F5CAA72FA},H131 QUALITY CONTROL- BEARINGS,H131,18,Equipment Related Services,18.4,Quality Control
{6077CCF2-F03E-41BB-9F2E-5A4405529EFD},H132 QUALITY CONTROL- WOODWORKING MACHINERY AND EQUIPMENT,H132,18,Equipment Related Services,18.4,Quality Control
{E411A5E4-AEF6-401B-8719-5A674F892EA2},H134 (QUALITY CONTROL- METALWORKING MACHINERY),H134,18,Equipment Related Services,18.4,Quality Control
{7B170F07-0CF0-4C6F-8721-5A81DE1BDC9A},H135 (QUALITY CONTROL- SERVICE AND TRADE EQUIPMENT),H135,18,Equipment Related Services,18.4,Quality Control
{2F2E22A6-AD9F-4BDA-BCC1-5A96084EDB3B},H136 (QUALITY CONTROL- SPECIAL INDUSTRY MACHINERY),H136,18,Equipment Related Services,18.4,Quality Control
{1CEB2563-280B-4411-98E8-5A965E0F6225},H137 (QUALITY CONTROL- AGRICULTURAL MACHINERY AND EQUIPMENT),H137,18,Equipment Related Services,18.4,Quality Control
{7C9202BE-123C-452C-BCA3-5A9E528E8726},"H138 (QUALITY CONTROL- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT)",H138,18,Equipment Related Services,18.4,Quality Control
{51E3C96B-D01D-41BB-8551-5ABC4CEC908F},H139 (QUALITY CONTROL- MATERIALS HANDLING EQUIPMENT),H139,18,Equipment Related Services,18.4,Quality Control
{1FFEBDDF-571F-4AAD-BE4B-5AE08DAF9C8D},"H140 (QUALITY CONTROL- ROPE, CABLE, CHAIN, AND FITTINGS)",H140,18,Equipment Related Services,18.4,Quality Control
{8878FF36-C695-4BF8-8ACE-5AE88F3A931C},"H141 (QUALITY CONTROL- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT)",H141,18,Equipment Related Services,18.4,Quality Control
{C07B9EE3-9591-4DE2-B2C5-5B0C67BAB72A},H142 (QUALITY CONTROL- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS),H142,18,Equipment Related Services,18.4,Quality Control
{72BB02F6-2859-496E-BD23-5B1731294517},H143 (QUALITY CONTROL- PUMPS AND COMPRESSORS),H143,18,Equipment Related Services,18.4,Quality Control
{497C6E36-645A-477D-A130-5B1CA26EF0FF},"H144 (QUALITY CONTROL- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS)",H144,18,Equipment Related Services,18.4,Quality Control
{67DC484D-B7F0-404B-B59D-5B30C79E5A77},"H145 (QUALITY CONTROL- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT)",H145,18,Equipment Related Services,18.4,Quality Control
{B7F56106-D33E-44FE-9C84-5B4E8863CA3B},H146 (QUALITY CONTROL- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT),H146,18,Equipment Related Services,18.4,Quality Control
{6CFE697A-F149-4E9E-AD63-5B4F7AD389CB},"H147 (QUALITY CONTROL- PIPE, TUBING, HOSE, AND FITTINGS)",H147,18,Equipment Related Services,18.4,Quality Control
{4228F1E0-B698-45EB-BA47-5B5F36533D50},H148 (QUALITY CONTROL- VALVES),H148,18,Equipment Related Services,18.4,Quality Control
{9E42B89C-84AA-4BB5-9B70-5B731103DBFE},H149 (QUALITY CONTROL- MAINTENANCE AND REPAIR SHOP EQUIPMENT),H149,18,Equipment Related Services,18.4,Quality Control
{0AAAFFE6-3F9C-413F-92AA-5BA59089274F},H151 (QUALITY CONTROL- HAND TOOLS),H151,18,Equipment Related Services,18.4,Quality Control
{27F7D3AD-A47A-4F23-BCC7-5BB8DF0CCBDA},H152 (QUALITY CONTROL- MEASURING TOOLS),H152,18,Equipment Related Services,18.4,Quality Control
{B067B411-A307-4DBD-85F3-5BC4F92CA508},H153 (QUALITY CONTROL- HARDWARE AND ABRASIVES),H153,18,Equipment Related Services,18.4,Quality Control
{9DC72679-0DEE-4B40-8AF4-5BE6576B2426},H154 (QUALITY CONTROL- PREFABRICATED STRUCTURES AND SCAFFOLDING),H154,18,Equipment Related Services,18.4,Quality Control
{DA9CD32F-D319-4D7A-8E35-5BE91B6C5043},"H155 (QUALITY CONTROL- LUMBER, MILLWORK, PLYWOOD, AND VENEER)",H155,18,Equipment Related Services,18.4,Quality Control
{F3C36791-DECF-48F1-B828-5BF0D77A7995},H156 (QUALITY CONTROL- CONSTRUCTION AND BUILDING MATERIALS),H156,18,Equipment Related Services,18.4,Quality Control
{D044040B-D8FE-4146-B081-5C17632FD2C0},"H158 (QUALITY CONTROL- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT)",H158,19,Electronic & Communication Services,19.1,Equipment Maintenance
{CABF5D59-D2B1-4685-A018-5C2CD42E025D},H159 (QUALITY CONTROL- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS),H159,19,Electronic & Communication Services,19.1,Equipment Maintenance
{1BC97284-FE93-48FC-A576-5C3B88718FE8},"H160 (QUALITY CONTROL- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES)",H160,19,Electronic & Communication Services,19.1,Equipment Maintenance
{E65AA434-AD92-4006-93ED-5CA548679A6C},H161 (QUALITY CONTROL- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT),H161,19,Electronic & Communication Services,19.1,Equipment Maintenance
{4926F971-94D5-479D-914B-5D16A4112730},H162 (QUALITY CONTROL- LIGHTING FIXTURES AND LAMPS),H162,19,Electronic & Communication Services,19.1,Equipment Maintenance
{0CC32A7A-9B78-4E70-A061-5D1E266513CE},"H163 (QUALITY CONTROL- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS)",H163,19,Electronic & Communication Services,19.1,Equipment Maintenance
{B9B667A5-B9F5-4697-A51B-5D23F96E39E5},"H165 (QUALITY CONTROL- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES)",H165,18,Equipment Related Services,18.4,Quality Control
{85727AF4-87AA-45E0-867F-5D59A70E0976},H166 (QUALITY CONTROL- INSTRUMENTS AND LABORATORY EQUIPMENT),H166,18,Equipment Related Services,18.4,Quality Control
{558DF134-F507-45FD-8A1C-5D6DFF5AC354},H167 (QUALITY CONTROL- PHOTOGRAPHIC EQUIPMENT),H167,18,Equipment Related Services,18.4,Quality Control
{FEC03FA9-F71F-42E3-ACA6-5DAC11E5EA01},H168 (QUALITY CONTROL- CHEMICALS AND CHEMICAL PRODUCTS),H168,18,Equipment Related Services,18.4,Quality Control
{763072C8-98CC-4CFA-A14A-5DD6891B3216},H169 (QUALITY CONTROL- TRAINING AIDS AND DEVICES),H169,18,Equipment Related Services,18.4,Quality Control
{7F578516-A64A-45D2-B0F8-5DE75B00DCD0},H170 (QUALITY CONTROL- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT),H170,1,IT,1.5,IT Outsourcing
{A4D11241-74F1-4624-93FE-5DEAB194E605},H171 (QUALITY CONTROL- FURNITURE),H171,18,Equipment Related Services,18.4,Quality Control
{559F29E7-DA07-470D-8BB0-5DEB15313504},H172 (QUALITY CONTROL- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES),H172,6,Office Management,6.3,Furniture
{01E98507-F8A5-49A7-A53E-5DEE8B19F840},H173 (QUALITY CONTROL- FOOD PREPARATION AND SERVING EQUIPMENT),H173,18,Equipment Related Services,18.4,Quality Control
{B24965A6-EC64-4E47-AD5F-5DF4CA9305AC},"H174 (QUALITY CONTROL- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT)",H174,18,Equipment Related Services,18.4,Quality Control
{5A481A21-471B-42CB-9B00-5E04B0707F83},H175 (QUALITY CONTROL- OFFICE SUPPLIES AND DEVICES),H175,18,Equipment Related Services,18.4,Quality Control
{DD3DD66B-2CD5-4B75-BECB-5E04B1E365C3},"H176 (QUALITY CONTROL- BOOKS, MAPS, AND OTHER PUBLICATIONS)",H176,16,Miscellaneous S&E,16.2,S&E Not Classifed Elsewhere
{2A6B50FE-055E-43D1-AD43-5E0EBB7C6D8B},H177 (QUALITY CONTROL- MUSICAL INST/PHONOGRAPH/HOME RADIO),H177,18,Equipment Related Services,18.4,Quality Control
{6B3A1D39-F825-46F5-A79A-5E1879A25C5A},H178 (QUALITY CONTROL- RECREATIONAL AND ATHLETIC EQUIPMENT),H178,18,Equipment Related Services,18.4,Quality Control
{C69DAE20-A8E8-4EB6-982A-5E42EAFFB7D1},H179 (QUALITY CONTROL- CLEANING EQUIPMENT AND SUPPLIES),H179,18,Equipment Related Services,18.4,Quality Control
{3F35505E-D34E-43DE-9502-5E66EA44ECB6},"H180 (QUALITY CONTROL- BRUSHES, PAINTS, SEALERS, AND ADHESIVES)",H180,18,Equipment Related Services,18.4,Quality Control
{1BBE597E-2527-4663-92CC-5E7044888DB1},"H181 (QUALITY CONTROL- CONTAINERS, PACKAGING, AND PACKING SUPPLIES)",H181,18,Equipment Related Services,18.4,Quality Control
{295BA395-806D-4A9B-9D00-5E8102B23314},"H183 QUALITY CONTROL- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS",H183,15,"Clothing, Textiles & Subsistence S&E",15.2,"Textiles, Clothing & Equipage"
{CE615980-BCB9-4233-B320-5EDA8C4898F1},"H184 (QUALITY CONTROL- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA)",H184,15,"Clothing, Textiles & Subsistence S&E",15.2,"Textiles, Clothing & Equipage"
{B936F294-8817-444E-8887-5EDB3CEB7C45},H185 (QUALITY CONTROL- TOILETRIES),H185,18,Equipment Related Services,18.4,Quality Control
{4394F3D7-D058-4ED6-8E7C-5F135B82C7C1},H187 (QUALITY CONTROL- AGRICULTURAL SUPPLIES),H187,18,Equipment Related Services,18.4,Quality Control
{205F54A5-DD8D-4061-8B82-5F15F9E7C1F2},H188 (QUALITY CONTROL- LIVE ANIMALS),H188,18,Equipment Related Services,18.4,Quality Control
{295271D8-74FE-4BF6-9581-5F18408C328E},H189 QUALITY CONTROL- SUBSISTENCE,H189,15,"Clothing, Textiles & Subsistence S&E",15.1,Subsistence
{ABBDE8D7-96FD-4EDB-B7DE-5F2A453DBBEE},"H191 (QUALITY CONTROL- FUELS, LUBRICANTS, OILS, AND WAXES)",H191,18,Equipment Related Services,18.4,Quality Control
{C1110A04-889A-4B29-B245-5F363B8AA577},H193 (QUALITY CONTROL- NONMETALLIC FABRICATED MATERIALS),H193,18,Equipment Related Services,18.4,Quality Control
{B43ED413-6890-4D4F-9497-5F442597061F},H194 QUALITY CONTROL- NONMETALLIC CRUDE MATERIALS,H194,18,Equipment Related Services,18.4,Quality Control
