PSCGuid,CodeDescription,Code,Level1,Level1Category,Level2,Level2Category
{C1132B6E-BCCE-4110-AF49-440382CBB94F},C1ED (ARCHITECT AND ENGINEERING- CONSTRUCTION: SHIP CONSTRUCTION AND REPAIR FACILITIES),C1ED,4,Facilities & Construction,4.2,Construction Related Services
{99A87CF3-9B4A-4498-972C-4409D5A9B188},C1EE (ARCHITECT AND ENGINEERING- CONSTRUCTION: TANK AUTOMOTIVE FACILITIES),C1EE,4,Facilities & Construction,4.2,Construction Related Services
{3CF337EB-52E9-4F44-AE4E-440B20A70040},C1EZ (ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER INDUSTRIAL BUILDINGS),C1EZ,4,Facilities & Construction,4.2,Construction Related Services
{A1FC2A90-2346-4DF1-8F65-4425AA5DD128},C1FA (ARCHITECT AND ENGINEERING- CONSTRUCTION: FAMILY HOUSING FACILITIES),C1FA,4,Facilities & Construction,4.2,Construction Related Services
{632A3DFD-21BA-4EA6-9A41-4455E5DCA46E},C1FB (ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL BUILDINGS),C1FB,4,Facilities & Construction,4.2,Construction Related Services
{0DE5F014-02EF-4986-8E70-448EA3BF91FC},C1FC (ARCHITECT AND ENGINEERING- CONSTRUCTION: TROOP HOUSING FACILITIES),C1FC,4,Facilities & Construction,4.2,Construction Related Services
{6ADC6561-F936-401D-868B-44A32EA43053},C1FD (ARCHITECT AND ENGINEERING- CONSTRUCTION: DINING FACILITIES),C1FD,4,Facilities & Construction,4.2,Construction Related Services
{0E375899-39E1-44D9-9991-44AE76D46D36},C1FE (ARCHITECT AND ENGINEERING- CONSTRUCTION: RELIGIOUS FACILITIES),C1FE,4,Facilities & Construction,4.2,Construction Related Services
{144F36CA-C344-430A-AA32-44B4795934A4},C1FF (ARCHITECT AND ENGINEERING- CONSTRUCTION: PENAL FACILITIES),C1FF,4,Facilities & Construction,4.2,Construction Related Services
{F2A89972-01F1-46EA-8B28-44C624728C66},C1FZ (ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER RESIDENTIAL BUILDINGS),C1FZ,4,Facilities & Construction,4.2,Construction Related Services
{297D439F-D165-4655-9981-44FC1AE5B786},C1GA (ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION STORAGE BUILDINGS),C1GA,4,Facilities & Construction,4.2,Construction Related Services
{CCB3AD37-64F3-4ADE-BCAD-45200853C4CC},C1GB (ARCHITECT AND ENGINEERING- CONSTRUCTION: FOOD OR GRAIN STORAGE BUILDINGS),C1GB,4,Facilities & Construction,4.2,Construction Related Services
{22D42363-673E-40D7-AEE9-4539C08B69EA},C1GC (ARCHITECT AND ENGINEERING- CONSTRUCTION: FUEL STORAGE BUILDINGS),C1GC,4,Facilities & Construction,4.2,Construction Related Services
{D97F2523-D09B-4997-81C2-458E91CC83DC},C1GD (ARCHITECT AND ENGINEERING- CONSTRUCTION: OPEN STORAGE FACILITIES),C1GD,4,Facilities & Construction,4.2,Construction Related Services
{60480842-62F9-4277-925B-45BF2641CD62},C1GZ (ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER WAREHOUSE BUILDINGS),C1GZ,4,Facilities & Construction,4.2,Construction Related Services
{75785AE5-EC63-42C3-A895-45D791017B3F},C1HA (ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACS),C1HA,4,Facilities & Construction,4.2,Construction Related Services
{BE417690-6D36-4405-BAA0-460A40B63434},C1HB (ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACS),C1HB,4,Facilities & Construction,4.2,Construction Related Services
{369D4476-6955-4FED-91C8-4611342C395A},C1HC (ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVT-OWNED CTR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES),C1HC,4,Facilities & Construction,4.2,Construction Related Services
{208DB137-A121-4EB0-B74E-462CDD11DA2C},C1HZ (ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVT-OWNED GOVT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES),C1HZ,4,Facilities & Construction,4.2,Construction Related Services
{34AADE11-A921-4763-9B0C-46439650E5A2},C1JA (ARCHITECT AND ENGINEERING- CONSTRUCTION: MUSEUMS AND EXHIBITION BUILDINGS),C1JA,4,Facilities & Construction,4.2,Construction Related Services
{962A1B97-4286-4387-8314-464D7AC9B952},C1JB (ARCHITECT AND ENGINEERING- CONSTRUCTION: TESTING AND MEASUREMENT BUILDINGS),C1JB,4,Facilities & Construction,4.2,Construction Related Services
{864DED01-BF24-4EF2-9089-465415D30525},C1JZ (ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS),C1JZ,4,Facilities & Construction,4.2,Construction Related Services
{5B9608BD-F6E9-4383-AFDA-46563B8720EE},C1KA (ARCHITECT AND ENGINEERING- CONSTRUCTION: DAMS),C1KA,4,Facilities & Construction,4.2,Construction Related Services
{8B9CDDB6-F2E6-4917-B5D3-465AE0CE75F6},C1KB (ARCHITECT AND ENGINEERING- CONSTRUCTION: CANALS),C1KB,4,Facilities & Construction,4.2,Construction Related Services
{025DBEED-EC24-4664-9C39-465C714A5C65},C1KC ARCHITECT AND ENGINEERING- CONSTRUCTION: MINE FIRE CONTROL FACILITIES,C1KC,4,Facilities & Construction,4.2,Construction Related Services
{626ACC67-26A3-4E63-9FD1-467EF49D8FEB},C1KD ARCHITECT AND ENGINEERING- CONSTRUCTION: MINE SUBSIDENCE CONTROL FACILITIES,C1KD,4,Facilities & Construction,4.2,Construction Related Services
{6ACA996E-D273-4FBF-A1F2-469B47D21BA1},C1KE ARCHITECT AND ENGINEERING- CONSTRUCTION: SURFACE MINE RECLAMATION FACILITIES,C1KE,4,Facilities & Construction,4.2,Construction Related Services
{5232C1CC-BEF6-4A10-A274-46BC7EAF7016},C1KF (ARCHITECT AND ENGINEERING- CONSTRUCTION: DREDGING FACILITIES),C1KF,4,Facilities & Construction,4.2,Construction Related Services
{C5CE1FC6-0B39-4E70-A450-46F6AA5A8CD7},C1KZ (ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER CONSERVATION AND DEVELOPMENT FACILITIES),C1KZ,4,Facilities & Construction,4.2,Construction Related Services
{6D2455EB-DBF4-4563-B04E-46FA7B238D88},C1LA (ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT SERVICE ROADS),C1LA,4,Facilities & Construction,4.2,Construction Related Services
{A9D9C284-F54C-4538-86DC-46FD121118FF},"C1LB (ARCHITECT AND ENGINEERING- CONSTRUCTION: HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS)",C1LB,4,Facilities & Construction,4.2,Construction Related Services
{9D4C8251-05BF-45E9-AEEC-470D41A2F842},C1LC (ARCHITECT AND ENGINEERING- CONSTRUCTION: TUNNELS AND SUBSURFACE STRUCTURES),C1LC,4,Facilities & Construction,4.2,Construction Related Services
{C4076951-C64E-4828-B3D6-4716E1B606EC},C1LZ (ARCHITECT AND ENGINEERING- CONSTRUCTION: PARKING FACILITIES),C1LZ,4,Facilities & Construction,4.2,Construction Related Services
{21CC5036-808F-4B2B-A40C-472275D103B2},C1MA (ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - COAL),C1MA,4,Facilities & Construction,4.2,Construction Related Services
{FF1289A2-7B4D-44EA-9942-4725EA5EDBCD},C1MB (ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GAS),C1MB,4,Facilities & Construction,4.2,Construction Related Services
{46AD1B2E-7F3A-4A5E-9382-472FCAEBD4E1},C1MC (ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GEOTHERMAL),C1MC,4,Facilities & Construction,4.2,Construction Related Services
{E4BDA384-2C15-4B46-9D6F-4731D0F30C56},C1MD (ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - HYDRO),C1MD,4,Facilities & Construction,4.2,Construction Related Services
{13C452FC-5C92-47CB-87CC-47737B86A312},C1ME ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - NUCLEAR,C1ME,4,Facilities & Construction,4.2,Construction Related Services
{E723F915-3239-4DAD-AF80-477381143FED},C1MF ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - PETROLEUM,C1MF,4,Facilities & Construction,4.2,Construction Related Services
{20D34685-D66E-4D86-9B6A-4785497E06E5},C1MG (ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - SOLAR),C1MG,4,Facilities & Construction,4.2,Construction Related Services
{BFC91629-469D-4FAE-994F-478CFAA093DC},C1MH (ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - WIND),C1MH,4,Facilities & Construction,4.2,Construction Related Services
{0EFB55E0-853F-4AD7-8F8F-479C66EF2DD8},"C1MZ (ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - OTHER, INCLUDING TRANSMISSION)",C1MZ,4,Facilities & Construction,4.2,Construction Related Services
{8F631C75-07B9-4E80-9E67-47BB234EDA99},C1NA (ARCHITECT AND ENGINEERING- CONSTRUCTION: FUEL SUPPLY FACILITIES),C1NA,4,Facilities & Construction,4.2,Construction Related Services
{964D8E6B-7A44-4DFA-82EE-47D0F653EC62},C1NB (ARCHITECT AND ENGINEERING- CONSTRUCTION: HEATING AND COOLING PLANTS),C1NB,4,Facilities & Construction,4.2,Construction Related Services
{89EA74E9-E4BC-487B-B006-48035085EF19},C1NC (ARCHITECT AND ENGINEERING- CONSTRUCTION: POLLUTION ABATEMENT AND CONTROL FACILITIES),C1NC,4,Facilities & Construction,4.2,Construction Related Services
{1ACC6AF6-58BF-4AB4-8DD7-4810593D75BE},C1ND (ARCHITECT AND ENGINEERING- CONSTRUCTION: SEWAGE AND WASTE FACILITIES),C1ND,4,Facilities & Construction,4.2,Construction Related Services
{B4E926A4-3E0F-4B90-8E92-48158BCF652D},C1NE (ARCHITECT AND ENGINEERING- CONSTRUCTION: WATER SUPPLY FACILITIES),C1NE,4,Facilities & Construction,4.2,Construction Related Services
{C3A32A29-1E80-4013-8936-482AC505F025},C1NZ (ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER UTILITIES),C1NZ,4,Facilities & Construction,4.2,Construction Related Services
{F82C945B-24E8-440C-9474-4856953AD450},C1PA (ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL FACILITIES (NON-BUILDING)),C1PA,4,Facilities & Construction,4.2,Construction Related Services
{3BCAF9F7-35FB-4988-9322-485DB19C6852},C1PB (ARCHITECT AND ENGINEERING- CONSTRUCTION: EXHIBIT DESIGN (NON-BUILDING)),C1PB,4,Facilities & Construction,4.2,Construction Related Services
{E0564EBD-ED91-4611-87BC-4864E8FCF53C},C1PC (ARCHITECT AND ENGINEERING- CONSTRUCTION: UNIMPROVED REAL PROPERTY (LAND)),C1PC,4,Facilities & Construction,4.2,Construction Related Services
{0D912898-F836-4CBF-AA0C-48669724A313},C1PD (ARCHITECT AND ENGINEERING- CONSTRUCTION: WASTE TREATMENT AND STORAGE FACILITIES),C1PD,4,Facilities & Construction,4.2,Construction Related Services
{606F3BD3-083B-4732-AE4C-487A66D90E52},C1PZ (ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER NON-BUILDING FACILITIES),C1PZ,4,Facilities & Construction,4.2,Construction Related Services
{EE6E3EA9-5B66-4A7C-945B-487BCC1D6C3A},C1QA (ARCHITECT AND ENGINEERING- CONSTRUCTION: RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)),C1QA,4,Facilities & Construction,4.2,Construction Related Services
{0C786786-022C-40F2-A923-48A3F349A634},"C211 (ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING)",C211,4,Facilities & Construction,4.2,Construction Related Services
{A4BE20DD-A9B9-44A6-82CA-48D7056C1AAE},"C212 (ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM)",C212,4,Facilities & Construction,4.2,Construction Related Services
{20B70B8F-902A-4D41-84B4-48E782E17BC2},C213 (ARCHITECT AND ENGINEERING- GENERAL: INSPECTION (NON-CONSTRUCTION)),C213,4,Facilities & Construction,4.2,Construction Related Services
{16695058-7A33-4C05-B150-48F6F53BB62C},C214 (ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING),C214,4,Facilities & Construction,4.2,Construction Related Services
{2709CB18-7109-4E77-A1E4-4907DF46D58D},C215 (ARCHITECT AND ENGINEERING- GENERAL: PRODUCTION ENGINEERING),C215,4,Facilities & Construction,4.2,Construction Related Services
{8C47C9D2-DC12-40BF-A435-492AD1C63EE1},C216 (ARCHITECT AND ENGINEERING- GENERAL: MARINE ENGINEERING),C216,4,Facilities & Construction,4.2,Construction Related Services
{4835506C-565D-4551-81D0-492BFF6E72A9},C219 (ARCHITECT AND ENGINEERING- GENERAL: OTHER),C219,4,Facilities & Construction,4.2,Construction Related Services
{F0265A05-B376-4510-8E03-4938857BA8FB},C220 (ARCHITECT AND ENGINEERING- GENERAL: STRUCTURAL ENGINEERING),C220,4,Facilities & Construction,4.2,Construction Related Services
{E56F51A7-14B1-458B-A102-49530A9AD7F1},C221 (ARCHITECT AND ENGINEERING- GENERAL: PLUMBING SYSTEMS),C221,4,Facilities & Construction,4.2,Construction Related Services
{31736F4F-D839-4B00-BED1-4979B1979BC2},C222 (ARCHITECT AND ENGINEERING- GENERAL: ELECTRICAL SYSTEMS),C222,4,Facilities & Construction,4.2,Construction Related Services
{1231DBD6-74B4-48E1-B744-4987155D9B1F},C223 (ARCHITECT AND ENGINEERING- GENERAL: MECHANICAL SYSTEMS),C223,4,Facilities & Construction,4.2,Construction Related Services
{2091E5CB-9975-46DF-A694-4989114C495A},D301 (IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE),D301,1,IT,1.5,IT Outsourcing
{863702B4-FAF6-43FD-8348-4991D55EAB77},D302 (IT AND TELECOM- SYSTEMS DEVELOPMENT),D302,1,IT,1.5,IT Outsourcing
{4A843CFA-69AF-455C-BC88-4992DC08CF33},D303 (IT AND TELECOM- DATA ENTRY),D303,1,IT,1.5,IT Outsourcing
{27817181-20DA-41E2-B286-49B3E4F80D2E},D304 (IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION),D304,1,IT,1.6,Telecommunications
{D41C8D9A-2EEF-4E0B-9E31-49C8B5FB928B},"D305 (IT AND TELECOM- TELEPROCESSING, TIMESHARE, AND CLOUD COMPUTING)",D305,1,IT,1.5,IT Outsourcing
{4A235F38-5452-4849-857E-49E6FEAC339C},D306 (IT AND TELECOM- SYSTEMS ANALYSIS),D306,1,IT,1.3,IT Consulting
{12511E54-C69C-40C0-BE3B-4A0E926A9785},D307 (IT AND TELECOM- IT STRATEGY AND ARCHITECTURE),D307,1,IT,1.5,IT Outsourcing
{93B64775-8CFE-4DD0-A0D0-4A25E2875CDB},D308 (IT AND TELECOM- PROGRAMMING),D308,1,IT,1.5,IT Outsourcing
{690DE0D3-20D2-4695-974B-4A2D42CE167E},D309 (IT AND TELECOM- INFORMATION AND DATA BROADCASTING OR DATA DISTRIBUTION),D309,1,IT,1.6,Telecommunications
{780229A9-6F12-4190-B542-4A6CAF48E913},D310 (IT AND TELECOM- CYBER SECURITY AND DATA BACKUP),D310,1,IT,1.5,IT Outsourcing
{B5E052CA-4387-4D43-9355-4A77925247A9},D311 (IT AND TELECOM- DATA CONVERSION),D311,1,IT,1.5,IT Outsourcing
{4479F4CE-412E-44D3-A8F3-4AB365B8A836},D312 (IT AND TELECOM- OPTICAL SCANNING),D312,1,IT,1.5,IT Outsourcing
{91227147-88BE-4C7F-8E11-4ADA699C1B22},D313 (IT AND TELECOM- COMPUTER AIDED DESIGN/COMPUTER AIDED MANUFACTURING (CAD/CAM)),D313,1,IT,1.5,IT Outsourcing
{06E6E409-9F0E-4A3E-8AB6-4ADBF8F98010},D314 (IT AND TELECOM- SYSTEM ACQUISITION SUPPORT),D314,1,IT,1.3,IT Consulting
{1BA4DF6B-5041-4DE2-A992-4B1BA001DE0D},D315 (IT AND TELECOM- DIGITIZING),D315,1,IT,1.5,IT Outsourcing
{F10148EC-0D60-49C1-A45E-4B22424B4659},D316 (IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT),D316,1,IT,1.5,IT Outsourcing
{72A53CF3-CDF0-421F-AE0E-4B3514076CCD},D317 (IT AND TELECOM- WEB-BASED SUBSCRIPTION),D317,1,IT,1.5,IT Outsourcing
{086BB0DC-7772-4558-8ACF-4B579AF4C395},"D318 (IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES)",D318,1,IT,1.5,IT Outsourcing
{4A5B930F-6E09-490E-9E52-4B6C504F544E},D319 (IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS),D319,1,IT,1.1,IT Software
{82E36355-1115-4C7B-8D9A-4B822FD70E71},D320 (IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS),D320,1,IT,1.5,IT Outsourcing
{0A97031C-FEAE-438E-A15D-4B9711782902},D321 (IT AND TELECOM- HELP DESK),D321,1,IT,1.5,IT Outsourcing
{C10EC9EC-F7E1-403B-9714-4BA4C7B537B9},D322 (IT AND TELECOM- INTERNET),D322,1,IT,1.6,Telecommunications
{A61CD471-9BA4-48D7-99F2-4BAF766A3ECD},D324 (IT AND TELECOM- BUSINESS CONTINUITY),D324,1,IT,1.5,IT Outsourcing
{D99E29A4-2521-449F-90E2-4BBCA274B570},D325 (IT AND TELECOM- DATA CENTERS AND STORAGE),D325,1,IT,1.5,IT Outsourcing
{661917E5-F028-4FD6-857A-4BEB9BA60D30},D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS),D399,1,IT,1.5,IT Outsourcing
{5C64E1E8-57D0-4879-85FC-4C08443EB6F7},E1AA (PURCHASE OF OFFICE BUILDINGS),E1AA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{3FEF89A2-D028-4C83-BF7B-4C66AB6EC80D},E1AB (PURCHASE OF CONFERENCE SPACE AND FACILITIES),E1AB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{B87B7EAC-666B-4D09-B1F5-4C6BFC6142D0},E1AZ (PURCHASE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS),E1AZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{3F02119D-E3BF-4839-93D0-4C71762817FB},E1BA PURCHASE OF AIR TRAFFIC CONTROL TOWERS,E1BA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{64CBF4B0-7036-44DD-B6F4-4C9A9C0369CE},E1BB PURCHASE OF AIR TRAFFIC CONTROL TRAINING FACILITIES,E1BB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{BDD58B27-E0F9-4A45-9096-4C9F0E30352A},E1BC (PURCHASE OF RADAR AND NAVIGATIONAL FACILITIES),E1BC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{1C15C730-2B59-4B1F-8704-4CA1B3297495},E1BD (PURCHASE OF AIRPORT RUNWAYS AND TAXIWAYS),E1BD,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{6B660696-CF48-49B7-B0B2-4CAEC8BF2612},E1BE  PURCHASE OF AIRPORT TERMINALS,E1BE,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{450206FA-F297-4E5E-B349-4CB8AB34EDA6},E1BF PURCHASE OF MISSILE SYSTEM FACILITIES,E1BF,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{52022FAE-A72A-4261-9CFB-4CEADEFCC560},E1BG (PURCHASE OF ELECTRONIC AND COMMUNICATIONS FACILITIES),E1BG,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{900A45CE-F696-4CFC-8497-4D0B0805EF5E},E1BZ PURCHASE OF OTHER AIRFIELD STRUCTURES,E1BZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{A2F4CE30-814E-41E8-B504-4D2E1074E96B},E1CA (PURCHASE OF SCHOOLS),E1CA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{8674AFD0-39FD-4650-AD7D-4D3C0596F80B},E1CZ PURCHASE OF OTHER EDUCATIONAL BUILDINGS,E1CZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{161F834E-E687-4406-8A97-4D4786273F95},E1DA PURCHASE OF HOSPITALS AND INFIRMARIES,E1DA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{3D93230C-8EA3-4D7C-A889-4D53BCAA7B1B},E1DB (PURCHASE OF LABORATORIES AND CLINICS),E1DB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{0026FE61-5097-4803-BC36-4D9AC5D34503},E1DZ (PURCHASE OF OTHER HOSPITAL BUILDINGS),E1DZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{D7E98F75-AB10-4B4A-B8DA-4DB1636E0701},E1EA PURCHASE OF AMMUNITION FACILITIES,E1EA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{E1B0E6DD-91AF-41DC-84AB-4DB47722E42C},E1EB (PURCHASE OF MAINTENANCE BUILDINGS),E1EB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{7B8F6817-E679-4B64-A9C4-4DBCFCD1A429},E1EC PURCHASE OF PRODUCTION BUILDINGS,E1EC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{F3D78D12-3C36-4306-9B13-4DC8D7D1C7E3},E1ED PURCHASE OF SHIP CONSTRUCTION AND REPAIR FACILITIES,E1ED,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{D2582D6A-559D-4D3E-9647-4DD887045962},E1EE (PURCHASE OF TANK AUTOMOTIVE FACILITIES),E1EE,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{968DA44F-498A-462D-A637-4E173F62E871},E1EZ PURCHASE OF OTHER INDUSTRIAL BUILDINGS,E1EZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{26BD710E-EE0C-4DD3-890E-4E5592F8B995},E1FA (PURCHASE OF FAMILY HOUSING FACILITIES),E1FA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{37B3FA29-8197-4206-BE1B-4E593FD1D0BD},E1FB PURCHASE OF RECREATIONAL BUILDINGS,E1FB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{2A76C324-AE74-4DD6-9152-4E5A7F485A4B},E1FC (PURCHASE OF TROOP HOUSING FACILITIES),E1FC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{23BAFA20-6469-43B7-807A-4E615B2ADDEA},E1FD (PURCHASE OF DINING FACILITIES),E1FD,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{CE97D44B-8FF9-475F-A7BE-4E87C7B6A8C4},E1FE PURCHASE OF RELIGIOUS FACILITIES,E1FE,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{894CF269-FBB9-4979-9AD4-4F356A813CF6},E1FF PURCHASE OF PENAL FACILITIES,E1FF,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{2283611A-4891-4F32-8E05-4F49D8B3D595},E1FZ (PURCHASE OF OTHER RESIDENTIAL BUILDINGS),E1FZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{A3920CFC-D74E-45CC-9751-4F526BDE11C6},E1GA PURCHASE OF AMMUNITION STORAGE BUILDINGS,E1GA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{AF5F3318-E4B8-4307-B361-4F87BC12E9BB},E1GB (PURCHASE OF FOOD OR GRAIN STORAGE BUILDINGS),E1GB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{C6EEF29E-C8F5-49A1-8234-4FA90BFDD6B4},E1GC (PURCHASE OF FUEL STORAGE BUILDINGS),E1GC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{60AB6C13-EF66-4B04-8D0A-4FD5763DEACA},E1GD (PURCHASE OF OPEN STORAGE FACILITIES),E1GD,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{2AA14DB1-1180-4C3A-B725-4FFA4835F782},E1GZ (PURCHASE OF OTHER WAREHOUSE BUILDINGS),E1GZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{F8270CEB-02D5-4465-8F5F-5012AE24AF91},E1HA PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,E1HA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{96DBB36C-C28A-4255-82E8-50191C12FEBF},E1HB (PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES),E1HB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{E756D6A6-6472-4487-9E83-5034B8AA0A46},E1HC (PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES),E1HC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{DDBB7532-29F4-4FBC-97D8-503D862B8633},E1HZ PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES,E1HZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{383FFA89-74B0-4E8F-B138-506F52A0777C},E1JA (PURCHASE OF MUSEUMS AND EXHIBITION BUILDINGS),E1JA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{CCD1EEAC-FBDE-42D2-A026-509531E8EC87},E1JB (PURCHASE OF TESTING AND MEASUREMENT BUILDINGS),E1JB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{893CFA6B-9496-4130-9F89-50AB0E41C4B1},E1JZ (PURCHASE OF MISCELLANEOUS BUILDINGS),E1JZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{44F7C847-3919-46C4-A762-50AE69C2B42B},E1KA PURCHASE OF DAMS,E1KA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{EF974E1B-5166-4836-9A09-50C4ADC14203},E1KB PURCHASE OF CANALS,E1KB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{C9BDDA2B-F69B-48B1-9117-50E4B27CC0BA},E1KC PURCHASE OF MINE FIRE CONTROL FACILITIES,E1KC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{DA2F6BC5-D6B2-4150-8B3E-513D10970AED},E1KD PURCHASE OF MINE SUBSIDENCE CONTROL FACILITIES,E1KD,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{2B53D311-387B-4789-8A93-5144BE65EDA4},E1KE PURCHASE OF SURFACE MINE RECLAMATION FACILITIES,E1KE,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{4112ECDF-E332-4959-BE31-516C455E3D68},E1KF PURCHASE OF DREDGING FACILITIES,E1KF,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{8EE08481-F7A9-450C-8B84-517580EE98B3},E1KZ (PURCHASE OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES),E1KZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{447CDE9A-06A5-4460-83B3-517C4FAF65AE},E1LA (PURCHASE OF AIRPORT SERVICE ROADS),E1LA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{0F12632D-B2CE-4297-A634-519084B43B87},"E1LB (PURCHASE OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS)",E1LB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
{81F5F557-A1F9-4E77-AED9-51950B38FF3F},E1LC (PURCHASE OF TUNNELS AND SUBSURFACE STRUCTURES),E1LC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
